,current_time,future_timepoint,t1,t2,t3,t4,t5,t6,r1,r2,r3,r4,r5,r6,no treatment,treatment,alive,dead,not testing,testing
28,4,9,0.058978409828519346,0.1959733552608638,0.2885521762044092,0.24815820014953063,0.13848358258684862,0.06985427596983682,0.37888966753703196,0.1774686216912013,0.1851349707888303,0.15507980696241758,0.0832999771856522,0.020126955834880347,1.0,0.0,0.9329946495651118,0.06700535043489315,0.0,1.0
29,4,10,0.04128488687996411,0.1548748716311626,0.26077852992134914,0.2602763929659978,0.17138596785565557,0.11139935074589292,0.4773577864540563,0.18172228054881565,0.1684589217074416,0.11525290828621342,0.048248549392752034,0.008959553610756892,1.0,0.0,0.8678209838360171,0.13217901616399624,0.0,1.0
30,5,6,0.047122738349465475,0.3088889849868678,0.4222227172393905,0.1903381811535131,0.029982171050554954,0.0014452072202080393,0.1746768788561523,0.1537919367504932,0.1726458982648082,0.19369693429641616,0.198857633475076,0.10633071835705404,1.0,0.0,0.9999410627087103,5.8937291289605224e-05,0.0,1.0
31,5,7,0.03298591684462583,0.23035911099564707,0.38822259756363364,0.25990354197927623,0.07808897408144239,0.010439858535374524,0.2446768771596184,0.16237351327460461,0.18222749608868777,0.19604588016044386,0.15674304646786263,0.05793318684878234,1.0,0.0,0.9984959406651011,0.0015040593348987332,0.0,1.0
32,5,8,0.023090141791238073,0.17114715275034062,0.3408635515932375,0.29839925865458333,0.1326333444507925,0.033866550759807226,0.3284682516526959,0.17261898050385954,0.18935834748984892,0.17576401035200562,0.1057531172363091,0.028037292765279824,1.0,0.0,0.9880717842964113,0.011928215703588102,0.0,1.0
33,5,9,0.016163099253866633,0.1267300494626097,0.2899486319403681,0.31113854653617923,0.18236311871192956,0.0736565540950449,0.4270861378813954,0.18218224512369546,0.1815918504957104,0.1357665183502548,0.061353768372802917,0.012019479776138042,1.0,0.0,0.9546092010592029,0.0453907989407958,0.0,1.0
34,5,10,0.011314169477706608,0.0935599643999865,0.2409830571970398,0.30478157215743495,0.22099574705920377,0.12836548970862338,0.5401808411653559,0.18181574121313465,0.15314449911764008,0.0895727310603365,0.0307281345368767,0.0045580529066481645,1.0,0.0,0.8842959768017563,0.11570402319824048,0.0,1.0
35,5,11,0.007919918634394563,0.06888622592330197,0.19675612935792225,0.28564201766931413,0.24613149458867117,0.19466421382638294,0.6610032370160543,0.16276278056803384,0.11089901875439057,0.05046860791129474,0.013337275301722643,0.0015290804484827552,1.0,0.0,0.7707828906922289,0.2292171093077628,0.0,1.0
36,6,7,0.033058577856674244,0.3561581210035346,0.4370497678014969,0.15846686605210847,0.015054546025728154,0.0002121212604575627,0.2314588432848164,0.16075306224683236,0.1804182119789695,0.19560233092111112,0.1646955043418093,0.0670720472264613,1.0,0.0,0.9999996418223062,3.581776938837641e-07,1.0,0.0
37,6,8,0.02314100449967197,0.25922825805947647,0.4127822737621082,0.24204173657692502,0.058078242033642244,0.004728485068176008,0.3017249724219004,0.1693488173215116,0.18705528157819817,0.18209277136880792,0.12202370482148135,0.037754452488100436,1.0,0.0,0.9997875206378257,0.00021247936217434258,0.0,1.0
38,6,9,0.016198703149770375,0.18840208199153508,0.3667160690513186,0.2932638977324799,0.11326729039662706,0.022151957678268677,0.3864336177673128,0.17820562910658186,0.18457302321939212,0.1520460941326326,0.07987204222156374,0.018869593552516464,1.0,0.0,0.9950600402751408,0.004939959724859014,0.0,1.0
39,6,10,0.011339092204839259,0.13674106833900562,0.3132218729333834,0.31529954912813135,0.16726627259738283,0.05613214479725677,0.4858150827401695,0.1817565885132128,0.16643345108625218,0.11179617022220908,0.045852282318044925,0.008346425120110287,1.0,0.0,0.9730175123756292,0.026982487624370256,0.0,1.0
40,6,11,0.007937364543387471,0.09912047549875558,0.2602776315550697,0.3146762462697065,0.2116762555566071,0.10631202657647149,0.5965467124976428,0.17242126815885972,0.13314676142574167,0.07162115241457943,0.023002575867505388,0.0032615296356676266,1.0,0.0,0.918399952480693,0.08160004751930564,0.0,1.0
41,6,12,0.00555615518037121,0.0717655422121449,0.21193048473817472,0.29835666185531445,0.24257625277053607,0.16981490324345302,0.7094601216087473,0.14670159625441773,0.09285552395098365,0.039782335297182725,0.010074769145871116,0.0011256537427885677,1.0,0.0,0.8207629923247335,0.17923700767526304,0.0,1.0
42,7,8,0.023141004499672033,0.2592282580594765,0.4127822737621082,0.242041736576925,0.05807824203364233,0.004728485068176139,0.30172497242190055,0.1693488173215117,0.18705528157819826,0.182092771368808,0.12202370482148142,0.03775445248810047,1.0,0.0,0.9997878787395424,0.0002121212604576628,0.0,1.0
43,7,9,0.01619870314977043,0.18840208199153527,0.3667160690513188,0.29326389773248007,0.11326729039662717,0.022151957678268844,0.38643361776731333,0.17820562910658214,0.1845730232193924,0.15204609413263281,0.07987204222156385,0.0188695935525165,1.0,0.0,0.9950603966835793,0.004939603316421086,0.0,1.0
44,7,10,0.01133909220483931,0.13674106833900596,0.313221872933384,0.31529954912813196,0.1672662725973832,0.05613214479725705,0.48581508274017127,0.1817565885132135,0.16643345108625282,0.1117961702222095,0.0458522823180451,0.00834642512011032,1.0,0.0,0.9730178608889238,0.026982139111077143,0.0,1.0
45,7,11,0.007937364543387537,0.0991204754987562,0.2602776315550712,0.31467624626970836,0.21167625555660835,0.10631202657647226,0.5965467124976486,0.17242126815886144,0.133146761425743,0.07162115241458014,0.023002575867505613,0.0032615296356676587,1.0,0.0,0.9184002814311909,0.08159971856881157,0.0,1.0
46,7,12,0.005556155180371311,0.07176554221214605,0.21193048473817805,0.2983566618553191,0.2425762527705399,0.16981490324345586,0.7094601216087654,0.14670159625442153,0.09285552395098606,0.03978233529718376,0.010074769145871377,0.0011256537427885968,1.0,0.0,0.8207632863038421,0.17923671369616428,0.0,1.0
47,7,13,0.0038893086262599815,0.05190272610261448,0.16988100198037123,0.27242880872018127,0.2593103754959779,0.24258777907462187,0.8113899183899438,0.1092887844821924,0.055979719787084194,0.019141208970143507,0.003856830570579015,0.00034353780010040833,1.0,0.0,0.6813854482543827,0.3186145517456339,0.0,1.0
48,8,9,0.01799847041416133,0.3259085736569835,0.45121603411415556,0.182832084192258,0.021588759403371634,0.00045607821906982246,0.36799659484883934,0.1762779245470285,0.18511329220922507,0.15858581950031422,0.0890464442703451,0.022979924624247618,1.0,0.0,0.999998700757615,1.2992423848220285e-06,1.0,0.0
49,8,10,0.01259892928991293,0.23353554268413684,0.41362379597700394,0.2633472691688272,0.06996175684003753,0.006932706040081311,0.44885678711724264,0.18033078329132715,0.1729449135018555,0.12668751308577605,0.058741166426763046,0.012438836577035286,1.0,0.0,0.9995426231311012,0.0004573768688984914,0.0,1.0
50,8,11,0.008819250502939049,0.1672545586658696,0.3595973199891437,0.3084302272112801,0.1279774105386744,0.02792123309209256,0.5427553933091379,0.1764849458470022,0.1488585908793153,0.09130771197436184,0.034631448956601404,0.005961909033580442,1.0,0.0,0.9926130879504014,0.007386912049598194,0.0,1.0
51,8,12,0.006173475352057328,0.11972396621699032,0.3018944915921612,0.32378035504463887,0.18211325554045593,0.06631445625369482,0.6445382242789285,0.16055220662954361,0.11566770679776885,0.058621238513123196,0.01809708155227752,0.0025235422283558487,1.0,0.0,0.9648981065514759,0.03510189344852312,0.0,1.0
52,8,13,0.004321432746440119,0.08565881895751021,0.24724333397960932,0.3172145960088948,0.22461338539171027,0.1209484329158313,0.7451440279963422,0.1324265191984803,0.07992104275932604,0.03322784488369903,0.00833833408128742,0.0009422310808585854,1.0,0.0,0.9009114132752936,0.09908858672470387,0.0,1.0
53,8,14,0.0030250029225080636,0.06125760309418878,0.19876797947297828,0.2962232174001072,0.252393748576864,0.18833244853334313,0.8339398716203638,0.09722006581198975,0.04861189167716322,0.016538701935094338,0.00337903129640502,0.00031043765896684154,1.0,0.0,0.7919475896436564,0.2080524103563371,0.0,1.0
54,9,10,0.012598929289912993,0.23353554268413682,0.4136237959770038,0.2633472691688272,0.06996175684003762,0.00693270604008144,0.4488567871172426,0.18033078329132718,0.17294491350185554,0.1266875130857761,0.05874116642676311,0.012438836577035333,1.0,0.0,0.99954392178093,0.00045607821906992204,0.0,1.0
55,9,11,0.008819250502939094,0.16725455866586963,0.3595973199891437,0.30843022721128016,0.12797741053867448,0.02792123309209272,0.542755393309138,0.1764849458470023,0.1488585908793154,0.09130771197436192,0.034631448956601474,0.005961909033580464,1.0,0.0,0.9926143775970725,0.007385622402927266,0.0,1.0
56,9,12,0.006173475352057364,0.11972396621699043,0.3018944915921613,0.3237803550446391,0.1821132555404561,0.06631445625369503,0.6445382242789293,0.1605522066295439,0.11566770679776904,0.058621238513123314,0.018097081552277572,0.0025235422283558595,1.0,0.0,0.9648993601896219,0.035100639810377664,0.0,1.0
57,9,13,0.00432143274644015,0.08565881895751042,0.2472433339796098,0.31721459600889546,0.22461338539171077,0.12094843291583174,0.7451440279963449,0.1324265191984808,0.07992104275932638,0.03322784488369918,0.008338334081287466,0.0009422310808585916,1.0,0.0,0.9009125837791082,0.09908741622089065,0.0,1.0
58,9,14,0.003025002922508097,0.06125760309418917,0.19876797947297942,0.29622321740010893,0.2523937485768655,0.18833244853334447,0.8339398716203721,0.09722006581199072,0.048611891677163725,0.01653870193509452,0.0033790312964050587,0.0003104376589668454,1.0,0.0,0.7919486185768706,0.20805138142312657,0.0,1.0
59,9,15,0.0021175020457556526,0.04378782304268454,0.15751486655934122,0.26698664602196814,0.2655425892238366,0.2640505731064023,0.902843013499059,0.06276981224650292,0.025880539616839924,0.007211999206379388,0.0012042154186071487,9.042001259280635e-05,1.0,0.0,0.6427989961276854,0.35720100387230735,0.0,1.0
60,10,11,0.11126244703005284,0.38608690036109783,0.3516692081126608,0.12984934309878945,0.020102131810351826,0.0010299695870473746,0.2244283935586213,0.3145937852042849,0.17663784839659136,0.14981621329381584,0.09271433975626966,0.04180941979041703,0.0,1.0,0.9998579708583504,0.00014202914164964517,0.0,1.0
61,10,12,0.2911728524512243,0.34463052482180256,0.24567069691601642,0.09568691076603422,0.020521025180697785,0.002317989864224794,0.11221419677931065,0.2695110893814531,0.24561581680043812,0.1632270308452036,0.12126527652504275,0.08816658966855187,0.0,1.0,0.9988281475569994,0.0011718524430006463,0.0,1.0
62,10,13,0.40851666714909163,0.2954309822873749,0.19146246387284155,0.07987555386173242,0.021085866464644408,0.003628466364315181,0.05610709838965532,0.19086264308038187,0.2575634530909456,0.20442142382282086,0.14224615368512317,0.14879922793107325,0.0,1.0,0.99651287403486,0.003487125965140198,0.0,1.0
63,10,14,0.2859616670043641,0.32935668774588994,0.22265301939720156,0.11335162686506517,0.03872277268377081,0.009954226303708503,0.10844463279836339,0.20915305278379542,0.2429910740204237,0.1873719882303775,0.144043109565514,0.107996142601526,1.0,0.0,0.9928970605898174,0.0071029394101827376,0.0,1.0
64,10,15,0.20017316690305487,0.3163381815234322,0.25466411990180804,0.1461420446247061,0.061111428938159115,0.021571058108839747,0.17866480258764736,0.2205136882846583,0.2243177551483389,0.17282493201422397,0.13194085187952884,0.07173797008560263,1.0,0.0,0.9830135385524196,0.016986461447580755,0.0,1.0
65,10,16,0.1401212168321384,0.281488677137319,0.2731663383882953,0.17869866720783667,0.08662061364412321,0.039904486790287484,0.2659582039264317,0.2220195809030892,0.20393360706719657,0.156640401959301,0.10810870629678127,0.04333949984720022,1.0,0.0,0.9618088963905291,0.03819110360947118,0.0,1.0
66,11,12,0.07233049494308176,0.2971492361398661,0.3653580996213133,0.20240893644358346,0.05535329881056985,0.007399934041585631,0.34970024356207224,0.25965946597850353,0.16595742174016456,0.12707813748578178,0.07244390277271935,0.025160828460758646,0.9999999999999999,0.0,0.9988404956269091,0.0011595043730909726,0.0,1.0
67,11,13,0.05063134646015724,0.22970361378083082,0.34489544057687915,0.25129368539690244,0.09946999010047394,0.024005923684756587,0.469399570774976,0.216464153951129,0.14803462370069648,0.10189253097110598,0.05064707683236262,0.013562043769730203,0.9999999999999999,0.0,0.9914491418412054,0.008550858158794802,0.0,1.0
68,11,14,0.035441942522110075,0.1759819335846288,0.31033789253806476,0.2793742119508955,0.14501709868940255,0.053846920714898786,0.5818244284675643,0.18092394990370786,0.1240698326991638,0.07527721021808662,0.03138624547303896,0.006518333238439183,0.9999999999999999,0.0,0.9676484894048482,0.032351510595152184,0.0,1.0
69,11,15,0.02480935976547707,0.13381993626587327,0.2700311048520342,0.28866331612704654,0.18532423266785056,0.09735205032171962,0.6854426470110645,0.14836263148934903,0.09612546921248605,0.0501401093563275,0.0171439698317171,0.0027851730990578567,0.9999999999999999,0.0,0.9155435979159741,0.08445640208402663,0.0,1.0
70,11,16,0.017366551835833983,0.10111676331575462,0.22916775427618638,0.2830736527445434,0.2163259577056098,0.15294932012207513,0.7775398136107772,0.11593603869698774,0.06757972757049949,0.02965751931030594,0.00823064387096787,0.0010562569404672338,0.9999999999999999,0.0,0.8264135514999311,0.17358644850007088,0.0,1.0
71,11,17,0.012156586285083853,0.07599169987177883,0.19075245698805787,0.2669018832040377,0.23635026621729113,0.21784710743375924,0.8544602740756447,0.0838529197631675,0.042419356783273625,0.015441360610725503,0.003470630052576815,0.0003554587146257046,0.9999999999999999,0.0,0.7000141606583499,0.29998583934165546,0.0,1.0
72,12,13,0.053258832122729416,0.25843194635454897,0.36914678449382005,0.23429644593956575,0.07333657679205469,0.01152941429728092,0.46197656809032406,0.2191428567025097,0.14914608339776553,0.10345438456816483,0.051998779479649496,0.014281327761586237,1.0,0.0,0.9979724388774737,0.002027561122526014,0.0,1.0
73,12,14,0.037281182485910586,0.19688001208500308,0.3359323330520386,0.27475154750584196,0.12162453753630798,0.03353038733489732,0.5701349627586036,0.18459580941783338,0.12659485417022598,0.07805836789300638,0.03338325584274621,0.007232749917583818,1.0,0.0,0.9864664011723873,0.013533598827612268,0.0,1.0
74,12,15,0.026096827740137392,0.14900036320527524,0.2942166367619278,0.29310578316970076,0.16756264052716807,0.07001774859578967,0.6716122377570046,0.1527111263126552,0.09991304389000973,0.05349925874851297,0.019007620288049393,0.00325671300376634,1.0,0.0,0.9533898006482144,0.04661019935178462,0.0,1.0
75,12,16,0.018267779418096146,0.1121293025657337,0.2506517546949316,0.29343903924736836,0.20522558331992755,0.12028654075393988,0.7633201930029515,0.12100417543879022,0.0720400693836409,0.03278591773224983,0.009548692604203069,0.0013009518381599426,1.0,0.0,0.8866355932726366,0.11336440672736128,0.0,1.0
76,12,17,0.012787445592667245,0.08397084562144205,0.2090950190561713,0.2806028538816361,0.23168962009815874,0.18185421574991734,0.8414737242438746,0.08937949985723477,0.04668680734703397,0.017777582743710697,0.004221685802259237,0.0004607000058749539,1.0,0.0,0.7799852648485516,0.22001473515144365,0.0,1.0
77,12,18,0.008951211914866962,0.06261582561280885,0.17155776702575046,0.25915050343399354,0.24636359023319898,0.251361101779362,0.9027762173007768,0.06009797008398389,0.026858910084720626,0.008480033759200518,0.0016421479212206094,0.00014472085006648238,1.0,0.0,0.638141656213021,0.361858343786967,0.0,1.0
78,13,14,0.008747386604907897,0.16541349165807623,0.4410671660542177,0.30528088197623005,0.0742333893338265,0.005257684372741666,0.5687703189947491,0.1850316924834173,0.1268793849681083,0.07837879161868028,0.03361812950484074,0.007321682430204496,1.0,0.0,0.999750291266904,0.00024970873309606466,0.0,1.0
79,13,15,0.006123170623435529,0.11841366014212575,0.3583710637353753,0.3460167671996264,0.14354763712654758,0.02752770117288962,0.6703260616364208,0.15311445335113544,0.10025954644177414,0.05381163654868433,0.01918516845012068,0.003303133571864803,1.0,0.0,0.994493919783866,0.005506080216133994,0.0,1.0
80,13,16,0.0042862194364048705,0.08472651328651869,0.28638384265740047,0.3497230561603511,0.20428837614847123,0.07059199231085392,0.7626951841085452,0.12122875436772651,0.07223898676508583,0.032922580012405306,0.009604037520489302,0.001310457225748309,1.0,0.0,0.9671177883418003,0.03288221165819992,0.0,1.0
81,13,17,0.0030003536054834107,0.06059442513148457,0.22588664384613602,0.33072129210946605,0.24791878015203528,0.13187850515539534,0.8416156033678774,0.08933621353628415,0.04664384375734737,0.017742112642458667,0.004204882530935609,0.0004573441650979887,1.0,0.0,0.8988470168634862,0.10115298313651434,0.0,1.0
82,13,18,0.00210024752383839,0.04331620367368428,0.17629897823174082,0.29927089763046744,0.27275953373926487,0.20625413920100616,0.903481718529741,0.05977137123183898,0.026629140259704188,0.008367461491478823,0.0016096791868825215,0.00014062930035765636,1.0,0.0,0.7803084159161439,0.21969158408385742,0.0,1.0
83,13,19,0.0014701732666868774,0.030951416828730604,0.13640414586432426,0.2623793218108502,0.2807129429066265,0.2880819993227865,0.9470109142141998,0.03563515639062835,0.013329860483347236,0.0034460279980303805,0.0005398265356403016,3.821437816200317e-05,1.0,0.0,0.6193665752800604,0.38063342471994277,0.0,1.0
84,14,15,0.023766172352547233,0.26440816611248014,0.4300896425165711,0.22998263927538656,0.047975036316586096,0.0037783434264287525,0.28438515949737436,0.376901005739083,0.15595553872576276,0.1026290882933943,0.05599846056176057,0.024130747182624993,0.0,1.0,0.9988048604398537,0.0011951395601464585,0.0,1.0
85,14,16,0.16233944345888546,0.3348517926752788,0.31188264137398514,0.14793354383031337,0.03773636655114426,0.005256212110392655,0.14219257974868713,0.33064308261822856,0.26642827223242277,0.12929231350957848,0.07931377442757741,0.052129977463505256,0.0,1.0,0.9950310326611256,0.004968967338874467,0.0,1.0
86,14,17,0.3042650120104172,0.3071204667673023,0.23685549611271917,0.11205737278117918,0.03322512934601729,0.006476522982363994,0.0710962898743435,0.23641783118345763,0.2985356774253254,0.19786029287100046,0.10430304396857785,0.09178686467729388,0.0,1.0,0.9898009384970353,0.010199061502964383,0.0,1.0
87,14,18,0.21298550840729177,0.30626383034023635,0.2579349873090938,0.14949680978064098,0.05687480237656578,0.01644406178616916,0.14896618259503175,0.25687783624602334,0.26537582076131583,0.1670449651996237,0.10018053961344345,0.0615546555845587,1.0,0.0,0.9833904699708931,0.016609530029105875,0.0,1.0
88,14,19,0.14908985588510376,0.2782803337603521,0.2724336402184357,0.18202826303917624,0.08466140459778806,0.03350650249913879,0.2491316574630695,0.2601914917440396,0.22703324911148068,0.14097223335753475,0.08511898322348044,0.03755238510038641,1.0,0.0,0.9672195363227596,0.03278046367723713,0.0,1.0
89,14,20,0.10436289911957174,0.23952319039777553,0.2741876482810082,0.20914987619295228,0.11387146213020354,0.0589049238784747,0.3657224792878564,0.24533340882640187,0.18846963395799068,0.11594460354894144,0.06380457079051349,0.020725303588273524,1.0,0.0,0.9348113925117401,0.06518860748825137,0.0,1.0
90,15,16,0.017522714768300474,0.21706504114754926,0.4059344896700698,0.2720031051760707,0.07803721201290498,0.009437437225104813,0.4604403082408358,0.2736946293513474,0.13104609030330178,0.08084734195606308,0.041112655181443816,0.012858974967008063,1.0,0.0,0.9989272413903052,0.0010727586096947067,0.0,1.0
91,15,17,0.012265900337810328,0.1572023432337746,0.34927365511331354,0.31218252052427037,0.13622697996185468,0.03284860082897631,0.6050121118529032,0.19834438728894918,0.10452995586241651,0.05985856571817455,0.026188410898827782,0.006066568378728663,1.0,0.0,0.989499928257237,0.010500071742762834,0.0,1.0
